taxa,FALSE,TRUE,prop
Chrysosplenium alternifolium,29466,1,0.00339362676892795
Chrysothrix flavovirens,29466,1,0.00339362676892795
Chrysotus cilipes,29466,1,0.00339362676892795
Chydorus sphaericus,29466,1,0.00339362676892795
Chyliza extenuata,29466,1,0.00339362676892795
Cicadula frontalis,29466,1,0.00339362676892795
Cicadula quadrinotata,29466,1,0.00339362676892795
Cimbex femoratus,29466,1,0.00339362676892795
Cimex lectularius,29466,1,0.00339362676892795
Cinochira atra,29466,1,0.00339362676892795
Circus pygargus,29466,1,0.00339362676892795
Cirrhia gilvago,29466,1,0.00339362676892795
Cirsium acaule,29466,1,0.00339362676892795
Cis bilamellatus,29466,1,0.00339362676892795
Cladius compressicornis,29466,1,0.00339362676892795
Cladius pectinicornis,29466,1,0.00339362676892795
Cladonia digitata,29466,1,0.00339362676892795
Cladonia diversa,29466,1,0.00339362676892795
Cladonia rangiformis,29466,1,0.00339362676892795
Cladonia squamosa,29466,1,0.00339362676892795
Cladostephus spongiosus,29466,1,0.00339362676892795
Claremontia waldheimii,29466,1,0.00339362676892795
Clathria atrasanguinea,29466,1,0.00339362676892795
Clavulinopsis corniculata,29466,1,0.00339362676892795
Clavulinopsis fusiformis,29466,1,0.00339362676892795
Cleigastra apicalis,29466,1,0.00339362676892795
Clematis tangutica,29466,1,0.00339362676892795
Clinopodium ascendens,29466,1,0.00339362676892795
Cliostomum griffithii,29466,1,0.00339362676892795
Clusiodes gentilis,29466,1,0.00339362676892795
Cnemacantha muscaria,29466,1,0.00339362676892795
Cnephasia asseclana,29466,1,0.00339362676892795
Cnephasia incertana,29466,1,0.00339362676892795
Coccinella magnifica,29466,1,0.00339362676892795
Cochlearia anglica,29466,1,0.00339362676892795
Cochylichroa atricapitana,29466,1,0.00339362676892795
Cochylimorpha straminea,29466,1,0.00339362676892795
Cochylis roseana,29466,1,0.00339362676892795
Coelioxys elongata,29466,1,0.00339362676892795
Coelioxys inermis,29466,1,0.00339362676892795
Coelositona cambricus,29466,1,0.00339362676892795
Coenosia agromyzina,29466,1,0.00339362676892795
Coenosia pumila,29466,1,0.00339362676892795
Coleophora alticolella,29466,1,0.00339362676892795
Coleophora deauratella,29466,1,0.00339362676892795
Coleophora discordella,29466,1,0.00339362676892795
Coleophora flavipennella,29466,1,0.00339362676892795
Coleophora lusciniaepennella,29466,1,0.00339362676892795
Coleophora mayrella,29466,1,0.00339362676892795
Coleophora paripennella,29466,1,0.00339362676892795
Coleroa robertiani,29466,1,0.00339362676892795
Colletotrichum liliacearum,29466,1,0.00339362676892795
Colobaea bifasciella,29466,1,0.00339362676892795
Compsilura concinnata,29466,1,0.00339362676892795
Conger conger,29466,1,0.00339362676892795
Conicera dauci,29466,1,0.00339362676892795
Conocybe aporos,29466,1,0.00339362676892795
Conocybe rickeniana,29466,1,0.00339362676892795
Conocybe semiglobata,29466,1,0.00339362676892795
Conocybe velata,29466,1,0.00339362676892795
Conops flavipes,29466,1,0.00339362676892795
Conyza bonariensis,29466,1,0.00339362676892795
Conyza floribunda,29466,1,0.00339362676892795
Coprinopsis friesii,29466,1,0.00339362676892795
Copromyza stercoraria,29466,1,0.00339362676892795
Cordilura albipes,29466,1,0.00339362676892795
Cordilura ciliata,29466,1,0.00339362676892795
Cordyline australis,29466,1,0.00339362676892795
Corixa panzeri,29466,1,0.00339362676892795
Coronatella rectangula,29466,1,0.00339362676892795
Cortinarius croceoconus,29466,1,0.00339362676892795
Cosmia diffinis,29466,1,0.00339362676892795
Cosmopterix scribaiella,29466,1,0.00339362676892795
Cosmopterix zieglerella,29466,1,0.00339362676892795
Cossus cossus,29466,1,0.00339362676892795
Cotinus coggygria,29466,1,0.00339362676892795
Cotoneaster hjelmqvistii,29466,1,0.00339362676892795
Cotoneaster integrifolius,29466,1,0.00339362676892795
Cotoneaster sternianus,29466,1,0.00339362676892795
Crambus pratella,29466,1,0.00339362676892795
Crangon crangon,29466,1,0.00339362676892795
Crangonyx floridanus,29466,1,0.00339362676892795
Crepidodera plutus,29466,1,0.00339362676892795
Crepidotus autochthonus,29466,1,0.00339362676892795
Crepidotus caspari,29466,1,0.00339362676892795
Crepis paludosa,29466,1,0.00339362676892795
Criomorphus williamsi,29466,1,0.00339362676892795
Crossocerus distinguendus,29466,1,0.00339362676892795
Crossocerus quadrimaculatus,29466,1,0.00339362676892795
Crossocerus styrius,29466,1,0.00339362676892795
Crossocerus tarsatus,29466,1,0.00339362676892795
Cryptarcha strigata,29466,1,0.00339362676892795
Cryptocephalus moraei,29466,1,0.00339362676892795
Cryptopleura ramosa,29466,1,0.00339362676892795
Cryptops hortensis,29466,1,0.00339362676892795
Cryptops parisi,29466,1,0.00339362676892795
Cryptorchestia cavimana,29466,1,0.00339362676892795
Cryptosula pallasiana,29466,1,0.00339362676892795
Ctenophora pectinicornis,29466,1,0.00339362676892795
Cupido minimus,29466,1,0.00339362676892795
Cupressus sempervirens,29466,1,0.00339362676892795
Curculio venosus,29466,1,0.00339362676892795
Cutleria multifida,29466,1,0.00339362676892795
Cyclophora annularia,29466,1,0.00339362676892795
Cylindrobasidium laeve,29466,1,0.00339362676892795
Cylindroiulus parisiorum,29466,1,0.00339362676892795
Cymbalaria pallida,29466,1,0.00339362676892795
Cyperus eragrostis,29466,1,0.00339362676892795
Cypha discoidea,29466,1,0.00339362676892795
Cypha longicornis,29466,1,0.00339362676892795
Cyrnus flavidus,29466,1,0.00339362676892795
Cyrtidula hippocastani,29466,1,0.00339362676892795
Cyrtidula quercus,29466,1,0.00339362676892795
Cystoclonium purpureum,29466,1,0.00339362676892795
Dacryobolus karstenii,29466,1,0.00339362676892795
Dactylorhiza maculata,29466,1,0.00339362676892795
Daedaleopsis tricolor,29466,1,0.00339362676892795
Dalopius marginatus,29466,1,0.00339362676892795
Daphnia hyalina,29466,1,0.00339362676892795
Daphnia pulex,29466,1,0.00339362676892795
Dascillus cervinus,29466,1,0.00339362676892795
Dasineura crataegi,29466,1,0.00339362676892795
Dasineura fraxini,29466,1,0.00339362676892795
Datonychus urticae,29466,1,0.00339362676892795
Deleaster dichrous,29466,1,0.00339362676892795
Delia coarctata,29466,1,0.00339362676892795
Delia lamelliseta,29466,1,0.00339362676892795
Delphax pulchellus,29466,1,0.00339362676892795
Demetrias imperialis,29466,1,0.00339362676892795
Dendrocygna bicolor,29466,1,0.00339362676892795
Denticollis linearis,29466,1,0.00339362676892795
Deraeocoris lutescens,29466,1,0.00339362676892795
Dermochelys coriacea,29466,1,0.00339362676892795
Desmarestia viridis,29466,1,0.00339362676892795
Deutzia scabra,29466,1,0.00339362676892795
Dexiosoma caninum,29466,1,0.00339362676892795
Diaphanosoma brachyurum,29466,1,0.00339362676892795
Diaporthe samaricola,29466,1,0.00339362676892795
Diarthonis spadicea,29466,1,0.00339362676892795
Diatrypella favacea,29466,1,0.00339362676892795
Dicheirotrichus obsoletus,29466,1,0.00339362676892795
Dicheirotrichus placidus,29466,1,0.00339362676892795
Dichochrysa flavifrons,29466,1,0.00339362676892795
Dichomeris marginella,29466,1,0.00339362676892795
Dichrooscytus gustavi,29466,1,0.00339362676892795
Dichrorampha aeratana,29466,1,0.00339362676892795
Dichrorampha petiverella,29466,1,0.00339362676892795
Dichrorampha sequana,29466,1,0.00339362676892795
Dicraeus fennicus,29466,1,0.00339362676892795
Dicraeus tibialis,29466,1,0.00339362676892795
Dicraeus vagans,29466,1,0.00339362676892795
Dicranella schreberiana,29466,1,0.00339362676892795
Dicranomyia modesta,29466,1,0.00339362676892795
Dicranomyia morio,29466,1,0.00339362676892795
Dicranota bimaculata,29466,1,0.00339362676892795
Dicranum fuscescens,29466,1,0.00339362676892795
Dicranum montanum,29466,1,0.00339362676892795
Dictyla convergens,29466,1,0.00339362676892795
Dicymbium tibiale,29466,1,0.00339362676892795
Diloba caeruleocephala,29466,1,0.00339362676892795
Dinaraea aequata,29466,1,0.00339362676892795
Dinera grisescens,29466,1,0.00339362676892795
Dioryctria abietella,29466,1,0.00339362676892795
Diplapion confluens,29466,1,0.00339362676892795
Diplonevra nitidula,29466,1,0.00339362676892795
Diplophyllum albicans,29466,1,0.00339362676892795
Diploschistes scruposus,29466,1,0.00339362676892795
Diplotaxis muralis,29466,1,0.00339362676892795
Disparalona rostrata,29466,1,0.00339362676892795
Ditomyia fasciata,29466,1,0.00339362676892795
Ditrichophora calceata,29466,1,0.00339362676892795
Dolerus aeneus,29466,1,0.00339362676892795
Dolerus gonager,29466,1,0.00339362676892795
Dolerus niger,29466,1,0.00339362676892795
Dolichocephala irrorata,29466,1,0.00339362676892795
Dolichopus brevipennis,29466,1,0.00339362676892795
Dolichopus discifer,29466,1,0.00339362676892795
Dolichopus popularis,29466,1,0.00339362676892795
Dolichopus trivialis,29466,1,0.00339362676892795
Dolichopus wahlbergi,29466,1,0.00339362676892795
Dolichovespula norwegica,29466,1,0.00339362676892795
Donacia versicolorea,29466,1,0.00339362676892795
Dorcatoma chrysomelina,29466,1,0.00339362676892795
Dorcatoma substriata,29466,1,0.00339362676892795
Doris pseudoargus,29466,1,0.00339362676892795
Dorycera graminum,29466,1,0.00339362676892795
Dorytomus filirostris,29466,1,0.00339362676892795
Dorytomus taeniatus,29466,1,0.00339362676892795
Drassodes cupreus,29466,1,0.00339362676892795
Dromius meridionalis,29466,1,0.00339362676892795
Drosera rotundifolia,29466,1,0.00339362676892795
Drosophila melanogaster,29466,1,0.00339362676892795
Drusus annulatus,29466,1,0.00339362676892795
Drymus pumilio,29466,1,0.00339362676892795
Drymus sylvaticus,29466,1,0.00339362676892795
Dryophilus pusillus,29466,1,0.00339362676892795
Dryops luridus,29466,1,0.00339362676892795
Dryopteris borreri,29466,1,0.00339362676892795
Dumontia contorta,29466,1,0.00339362676892795
Duvaucelia lineata,29466,1,0.00339362676892795
Dysaphis aucupariae,29466,1,0.00339362676892795
Dytiscus semisulcatus,29466,1,0.00339362676892795
Earophila badiata,29466,1,0.00339362676892795
Ecdyonurus venosus,29466,1,0.00339362676892795
Echinocardium cordatum,29466,1,0.00339362676892795
Echinoderma echinaceum,29466,1,0.00339362676892795
Ectemnius ruficornis,29466,1,0.00339362676892795
Ectoedemia heringella,29466,1,0.00339362676892795
Ectoedemia intimella,29466,1,0.00339362676892795
Ectoedemia subbimaculella,29466,1,0.00339362676892795
Ectopsocus petersi,29466,1,0.00339362676892795
Eggisops pecchiolii,29466,1,0.00339362676892795
Egle ciliata,29466,1,0.00339362676892795
Electrogena lateralis,29466,1,0.00339362676892795
Elipsocus pumilis,29466,1,0.00339362676892795
Elytrigia juncea,29466,1,0.00339362676892795
Ematurga atomaria,29466,1,0.00339362676892795
Emberiza cirlus,29466,1,0.00339362676892795
Emberiza hortulana,29466,1,0.00339362676892795
Emmesomyia socia,29466,1,0.00339362676892795
Empis albohirta,29466,1,0.00339362676892795
Empis caudatula,29466,1,0.00339362676892795
Empis lutea,29466,1,0.00339362676892795
Empria sexpunctata,29466,1,0.00339362676892795
Encoelia furfuracea,29466,1,0.00339362676892795
Enochrus bicolor,29466,1,0.00339362676892795
Enochrus melanocephalus,29466,1,0.00339362676892795
Entoloma conferendum,29466,1,0.00339362676892795
Entoloma politum,29466,1,0.00339362676892795
Entoloma rhodopolium,29466,1,0.00339362676892795
Entoloma sericeum,29466,1,0.00339362676892795
Ephemera vulgata,29466,1,0.00339362676892795
Epiblema costipunctana,29466,1,0.00339362676892795
Epicaecilius pilipennis,29466,1,0.00339362676892795
Epicampocera succincta,29466,1,0.00339362676892795
Epilobium roseum,29466,1,0.00339362676892795
Epinotia brunnichana,29466,1,0.00339362676892795
Epinotia demarniana,29466,1,0.00339362676892795
Epinotia immundana,29466,1,0.00339362676892795
Epitrix atropae,29466,1,0.00339362676892795
Epuraea melina,29466,1,0.00339362676892795
Epuraea pallescens,29466,1,0.00339362676892795
Eratigena agrestis,29466,1,0.00339362676892795
Erica tetralix,29466,1,0.00339362676892795
Erigeron speciosus,29466,1,0.00339362676892795
Eriocampa ovata,29466,1,0.00339362676892795
Eriophyes crataegi,29466,1,0.00339362676892795
Eriophyes exilis,29466,1,0.00339362676892795
Eriophyes leiosoma,29466,1,0.00339362676892795
Erioptera fusculenta,29466,1,0.00339362676892795
Erioptera squalida,29466,1,0.00339362676892795
Eristalinus sepulchralis,29466,1,0.00339362676892795
Erodium moschatum,29466,1,0.00339362676892795
Erysimum cheiranthoides,29466,1,0.00339362676892795
Erysiphe divaricata,29466,1,0.00339362676892795
Erysiphe euonymi,29466,1,0.00339362676892795
Erysiphe polygoni,29466,1,0.00339362676892795
Erythricium aurantiacum,29466,1,0.00339362676892795
Esolus parallelepipedus,29466,1,0.00339362676892795
Eucalyptus gunnii,29466,1,0.00339362676892795
Eucosma hohenwartiana,29466,1,0.00339362676892795
Eucosma pupillana,29466,1,0.00339362676892795
Euglesa milium,29466,1,0.00339362676892795
Euphorbia dulcis,29466,1,0.00339362676892795
Eupithecia dodoneata,29466,1,0.00339362676892795
Eupithecia nanata,29466,1,0.00339362676892795
Eupithecia pygmaeata,29466,1,0.00339362676892795
Eupithecia succenturiata,29466,1,0.00339362676892795
Eupithecia tantillaria,29466,1,0.00339362676892795
Eupithecia valerianata,29466,1,0.00339362676892795
Euplagia quadripunctaria,29466,1,0.00339362676892795
Eupterycyba jucunda,29466,1,0.00339362676892795
Eupteryx atropunctata,29466,1,0.00339362676892795
Eupteryx stachydearum,29466,1,0.00339362676892795
Eurhadina pulchella,29466,1,0.00339362676892795
Europiella artemisiae,29466,1,0.00339362676892795
Eurycercus lamellatus,29466,1,0.00339362676892795
Euscelis incisus,29466,1,0.00339362676892795
Eustalomyia hilaris,29466,1,0.00339362676892795
Eutomostethus luteiventris,29466,1,0.00339362676892795
Euura atra,29466,1,0.00339362676892795
Euura oligospila,29466,1,0.00339362676892795
Euura pavida,29466,1,0.00339362676892795
Euura pedunculi,29466,1,0.00339362676892795
Euura ribesii,29466,1,0.00339362676892795
Euura viminalis,29466,1,0.00339362676892795
Evergestis pallidata,29466,1,0.00339362676892795
Falco ardosiaceus,29466,1,0.00339362676892795
Falco vespertinus,29466,1,0.00339362676892795
Fannia rondanii,29466,1,0.00339362676892795
Fatsia japonica,29466,1,0.00339362676892795
Fenella nigrita,29466,1,0.00339362676892795
Festuca longifolia,29466,1,0.00339362676892795
Fissidens adianthoides,29466,1,0.00339362676892795
Fissidens crassipes,29466,1,0.00339362676892795
Fissidens dubius,29466,1,0.00339362676892795
Fissidens fontanus,29466,1,0.00339362676892795
Fissidens incurvus,29466,1,0.00339362676892795
Fissidens osmundoides,29466,1,0.00339362676892795
Fissidens pusillus,29466,1,0.00339362676892795
Fjordia lineata,29466,1,0.00339362676892795
Fossombronia wondraczekii,29466,1,0.00339362676892795
Fumaria bastardii,29466,1,0.00339362676892795
Fumaria capreolata,29466,1,0.00339362676892795
Fumaria parviflora,29466,1,0.00339362676892795
Fumaria vaillantii,29466,1,0.00339362676892795
Furcellaria lumbricalis,29466,1,0.00339362676892795
Fuscidea cyathoides,29466,1,0.00339362676892795
Galathea squamifera,29466,1,0.00339362676892795
Galerina hypnorum,29466,1,0.00339362676892795
Galerucella nymphaeae,29466,1,0.00339362676892795
Galium uliginosum,29466,1,0.00339362676892795
Galleria mellonella,29466,1,0.00339362676892795
Gandaritis pyraliata,29466,1,0.00339362676892795
Ganoderma lucidum,29466,1,0.00339362676892795
Ganoderma resinaceum,29466,1,0.00339362676892795
Garrya elliptica,29466,1,0.00339362676892795
Gastroclonium ovatum,29466,1,0.00339362676892795
Gastrolepta anthracina,29466,1,0.00339362676892795
Gastrophysa polygoni,29466,1,0.00339362676892795
Gaultheria mucronata,29466,1,0.00339362676892795
Geastrum fimbriatum,29466,1,0.00339362676892795
Geoglossum fallax,29466,1,0.00339362676892795
Geoglossum umbratile,29466,1,0.00339362676892795
Geomyza balachowskyi,29466,1,0.00339362676892795
Geomyza breviseta,29466,1,0.00339362676892795
Geophilus easoni,29466,1,0.00339362676892795
Geotrupes spiniger,29466,1,0.00339362676892795
Geranium columbinum,29466,1,0.00339362676892795
Geranium macrorrhizum,29466,1,0.00339362676892795
Gerris argentatus,29466,1,0.00339362676892795
Geum macrophyllum,29466,1,0.00339362676892795
Gibbium psylloides,29466,1,0.00339362676892795
Gillmeria pallidactyla,29466,1,0.00339362676892795
Girardia tigrina,29466,1,0.00339362676892795
Gliocladium luteolum,29466,1,0.00339362676892795
Glocianus distinctus,29466,1,0.00339362676892795
Gloma fuscipennis,29466,1,0.00339362676892795
Glossiphonia complanata,29466,1,0.00339362676892795
Glutinoglossum glutinosum,29466,1,0.00339362676892795
Gnophomyia viridipennis,29466,1,0.00339362676892795
Gobius niger,29466,1,0.00339362676892795
Gonatium rubens,29466,1,0.00339362676892795
Goneplax rhomboides,29466,1,0.00339362676892795
Gonia picea,29466,1,0.00339362676892795
Gortyna flavago,29466,1,0.00339362676892795
Grampus griseus,29466,1,0.00339362676892795
Grantia compressa,29466,1,0.00339362676892795
Graphis scripta,29466,1,0.00339362676892795
Grapholita janthinana,29466,1,0.00339362676892795
Graptoleberis testudinaria,29466,1,0.00339362676892795
Grifola frondosa,29466,1,0.00339362676892795
Griselinia littoralis,29466,1,0.00339362676892795
Guizotia abyssinica,29466,1,0.00339362676892795
Gymnadenia conopsea,29466,1,0.00339362676892795
Gymnocolea inflata,29466,1,0.00339362676892795
Gymnopternus aerosus,29466,1,0.00339362676892795
Gymnopus fusipes,29466,1,0.00339362676892795
Gypsonoma sociana,29466,1,0.00339362676892795
Gyrinus caspius,29466,1,0.00339362676892795
Gyrinus marinus,29466,1,0.00339362676892795
Hadroplontus litura,29466,1,0.00339362676892795
Hahnia nava,29466,1,0.00339362676892795
Haliclona oculata,29466,1,0.00339362676892795
Haliplus confinis,29466,1,0.00339362676892795
Haliplus laminatus,29466,1,0.00339362676892795
Halocynthia papillosa,29466,1,0.00339362676892795
Halopteris filicina,29466,1,0.00339362676892795
Halurus flosculosus,29466,1,0.00339362676892795
Hauptidia maroccana,29466,1,0.00339362676892795
Hayhurstia atriplicis,29466,1,0.00339362676892795
Hebecnema fumosa,29466,1,0.00339362676892795
Hedera colchica,29466,1,0.00339362676892795
Hedychrum niemelai,29466,1,0.00339362676892795
Helianthemum nummularium,29466,1,0.00339362676892795
Helianthus tuberosus,29466,1,0.00339362676892795
Helina abdominalis,29466,1,0.00339362676892795
Helina depuncta,29466,1,0.00339362676892795
Helina setiventris,29466,1,0.00339362676892795
Heliozela sericiella,29466,1,0.00339362676892795
Helleborus orientalis,29466,1,0.00339362676892795
Helophorus minutus,29466,1,0.00339362676892795
Hemerobius lutescens,29466,1,0.00339362676892795
Hemerobius micans,29466,1,0.00339362676892795
Hemichroa australis,29466,1,0.00339362676892795
Hemicrepidius hirtus,29466,1,0.00339362676892795
Hemimycena cucullata,29466,1,0.00339362676892795
Hemimycena lactea,29466,1,0.00339362676892795
Hercostomus germanus,29466,1,0.00339362676892795
Hercostomus nanus,29466,1,0.00339362676892795
Herina frondescentiae,29466,1,0.00339362676892795
Hermaeophaga mercurialis,29466,1,0.00339362676892795
Herniaria glabra,29466,1,0.00339362676892795
Herpotrichia macrotricha,29466,1,0.00339362676892795
Heterarthrus microcephalus,29466,1,0.00339362676892795
Heterocordylus tibialis,29466,1,0.00339362676892795
Heteromyza rotundicornis,29466,1,0.00339362676892795
Hieracium consociatum,29466,1,0.00339362676892795
Hilara clypeata,29466,1,0.00339362676892795
Hilara cornicula,29466,1,0.00339362676892795
Hilara curtisi,29466,1,0.00339362676892795
Hilara litorea,29466,1,0.00339362676892795
Himanthalia elongata,29466,1,0.00339362676892795
Himantopus himantopus,29466,1,0.00339362676892795
Hippolais icterina,29466,1,0.00339362676892795
Hippuriphila modeeri,29466,1,0.00339362676892795
Holocentropus dubius,29466,1,0.00339362676892795
Holotrichapion pisi,29466,1,0.00339362676892795
Homalothecium lutescens,29466,1,0.00339362676892795
Hookeria lucens,29466,1,0.00339362676892795
Hoplia philanthus,29466,1,0.00339362676892795
Hoplocampa fulvicornis,29466,1,0.00339362676892795
Hoplocampa pectoralis,29466,1,0.00339362676892795
Hoplocampa testudinea,29466,1,0.00339362676892795
Hordeum distichon,29466,1,0.00339362676892795
Hottonia palustris,29466,1,0.00339362676892795
Hyacinthus orientalis,29466,1,0.00339362676892795
Hyalinia dilutella,29466,1,0.00339362676892795
Hybos femoratus,29466,1,0.00339362676892795
Hydaticus seminiger,29466,1,0.00339362676892795
Hydractinia echinata,29466,1,0.00339362676892795
Hydraecia petasitis,29466,1,0.00339362676892795
Hydraena riparia,29466,1,0.00339362676892795
Hydrelia flammeolaria,29466,1,0.00339362676892795
Hydrocharis morsus-ranae,29466,1,0.00339362676892795
Hydroporus discretus,29466,1,0.00339362676892795
Hydroporus erythrocephalus,29466,1,0.00339362676892795
Hydroporus memnonius,29466,1,0.00339362676892795
Hydroporus nigrita,29466,1,0.00339362676892795
Hydrotaea diabolus,29466,1,0.00339362676892795
Hydrotaea ignava,29466,1,0.00339362676892795
Hydrotaea parva,29466,1,0.00339362676892795
Hygroamblystegium fluviatile,29466,1,0.00339362676892795
Hygroamblystegium varium,29466,1,0.00339362676892795
Hygrocybe helobia,29466,1,0.00339362676892795
Hygrocybe insipida,29466,1,0.00339362676892795
Hygrocybe miniata,29466,1,0.00339362676892795
Hygrocybe quieta,29466,1,0.00339362676892795
Hygrocybe reidii,29466,1,0.00339362676892795
Hylaeus dilatatus,29466,1,0.00339362676892795
Hylemya urbica,29466,1,0.00339362676892795
Hyles gallii,29466,1,0.00339362676892795
Hymenoscyphus scutula,29466,1,0.00339362676892795
Hymenoscyphus serotinus,29466,1,0.00339362676892795
Hypania invalida,29466,1,0.00339362676892795
Hypera meles,29466,1,0.00339362676892795
Hypera rumicis,29466,1,0.00339362676892795
Hypera venusta,29466,1,0.00339362676892795
Hypericum xylosteifolium,29466,1,0.00339362676892795
Hyphoderma setigerum,29466,1,0.00339362676892795
Hypholoma lateritium,29466,1,0.00339362676892795
Hypocrea aureoviridis,29466,1,0.00339362676892795
Hypoglossum hypoglossoides,29466,1,0.00339362676892795
Hypotrachyna revoluta,29466,1,0.00339362676892795
Hysterophora maculosana,29466,1,0.00339362676892795
Iassus lanio,29466,1,0.00339362676892795
Iberis sempervirens,29466,1,0.00339362676892795
Ichneumon sarcitorius,29466,1,0.00339362676892795
Icterus galbula,29466,1,0.00339362676892795
Idaea trigeminata,29466,1,0.00339362676892795
Idiocerus herrichi,29466,1,0.00339362676892795
Idiocerus lituratus,29466,1,0.00339362676892795
Idiocerus stigmaticalis,29466,1,0.00339362676892795
Ilisia maculata,29466,1,0.00339362676892795
Ilybius ater,29466,1,0.00339362676892795
Imantimyia albiseta,29466,1,0.00339362676892795
Inachus phalangium,29466,1,0.00339362676892795
Inocybe acuta,29466,1,0.00339362676892795
Inocybe cookei,29466,1,0.00339362676892795
Inocybe flocculosa,29466,1,0.00339362676892795
Inocybe fuscidula,29466,1,0.00339362676892795
Inocybe glabrodisca,29466,1,0.00339362676892795
Inocybe margaritispora,29466,1,0.00339362676892795
Inocybe phaeoleuca,29466,1,0.00339362676892795
Iris xiphium,29466,1,0.00339362676892795
Ischnoglossa prolixa,29466,1,0.00339362676892795
Ischnomera cyanea,29466,1,0.00339362676892795
Ischnosoma splendidum,29466,1,0.00339362676892795
Ischnura pumilio,29466,1,0.00339362676892795
Isoperla grammatica,29466,1,0.00339362676892795
Isotoma viridis,29466,1,0.00339362676892795
Ithytrichia lamellaris,29466,1,0.00339362676892795
Jania rubens,29466,1,0.00339362676892795
Jassidophaga villosa,29466,1,0.00339362676892795
Javesella dubia,29466,1,0.00339362676892795
Jodis lactearia,29466,1,0.00339362676892795
Juncus gerardii,29466,1,0.00339362676892795
Juniperus chinensis,29466,1,0.00339362676892795
Kateretes pusillus,29466,1,0.00339362676892795
Kelisia guttulifera,29466,1,0.00339362676892795
Kickxia elatine,29466,1,0.00339362676892795
Kirchenpaueria pinnata,29466,1,0.00339362676892795
Kissister minimus,29466,1,0.00339362676892795
Koeleria macrantha,29466,1,0.00339362676892795
Koelreuteria paniculata,29466,1,0.00339362676892795
Krohnia lepidota,29466,1,0.00339362676892795
Laccobius sinuatus,29466,1,0.00339362676892795
Lachnum clavigerum,29466,1,0.00339362676892795
Lachnum impudicum,29466,1,0.00339362676892795
Lachnum niveum,29466,1,0.00339362676892795
Lachnum nudipes,29466,1,0.00339362676892795
Lachnum pygmaeum,29466,1,0.00339362676892795
Lachnum virgineum,29466,1,0.00339362676892795
Lactarius subumbonatus,29466,1,0.00339362676892795
Lacuna pallidula,29466,1,0.00339362676892795
Laminaria digitata,29466,1,0.00339362676892795
Lampetra fluviatilis,29466,1,0.00339362676892795
Larinus carlinae,29466,1,0.00339362676892795
Lasaea adansoni,29466,1,0.00339362676892795
Lasioglossum fratellum,29466,1,0.00339362676892795
Lasioglossum laevigatum,29466,1,0.00339362676892795
Lasius alienus,29466,1,0.00339362676892795
Lasius fuliginosus,29466,1,0.00339362676892795
Lasius platythorax,29466,1,0.00339362676892795
Lasius umbratus,29466,1,0.00339362676892795
Lathronympha strigana,29466,1,0.00339362676892795
Lathyrus sylvestris,29466,1,0.00339362676892795
Lavatera maritima,29466,1,0.00339362676892795
Lecania naegelii,29466,1,0.00339362676892795
Lecania rabenhorstii,29466,1,0.00339362676892795
Lecanora argentata,29466,1,0.00339362676892795
Lecanora compallens,29466,1,0.00339362676892795
Lecanora conferta,29466,1,0.00339362676892795
Lecanora confusa,29466,1,0.00339362676892795
Lecanora stenotropa,29466,1,0.00339362676892795
Lecidea fuscoatra,29466,1,0.00339362676892795
Lecidea lapicida,29466,1,0.00339362676892795
Lecidea lithophila,29466,1,0.00339362676892795
Lecidea plana,29466,1,0.00339362676892795
Leiobunum blackwalli,29466,1,0.00339362676892795
Leiodes rugosa,29466,1,0.00339362676892795
Lejeunea lamacerina,29466,1,0.00339362676892795
Lemna gibba,29466,1,0.00339362676892795
Lentinellus cochleatus,29466,1,0.00339362676892795
Lepidium campestre,29466,1,0.00339362676892795
Lepra albescens,29466,1,0.00339362676892795
Leptidea juvernica,29466,1,0.00339362676892795
Leptocerus tineiformis,29466,1,0.00339362676892795
Leptodora kindtii,29466,1,0.00339362676892795
Leptogium gelatinosum,29466,1,0.00339362676892795
Leptopeza flavipes,29466,1,0.00339362676892795
Leptosphaeria doliolum,29466,1,0.00339362676892795
Leptothorax acervorum,29466,1,0.00339362676892795
Leptusa fumida,29466,1,0.00339362676892795
Leuciscus leuciscus,29466,1,0.00339362676892795
Leucophaeus atricilla,29466,1,0.00339362676892795
Leucoptera laburnella,29466,1,0.00339362676892795
Leuctra geniculata,29466,1,0.00339362676892795
Leuctra nigra,29466,1,0.00339362676892795
Leydigia leydigi,29466,1,0.00339362676892795
Lilium martagon,29466,1,0.00339362676892795
Limnellia quadrata,29466,1,0.00339362676892795
Limnia paludicola,29466,1,0.00339362676892795
Limnobaris t-album,29466,1,0.00339362676892795
Limonia dilutior,29466,1,0.00339362676892795
Limonia macrostigma,29466,1,0.00339362676892795
Limonia phragmitidis,29466,1,0.00339362676892795
Limonia trivittata,29466,1,0.00339362676892795
Linaria repens,29466,1,0.00339362676892795
Lineus longissimus,29466,1,0.00339362676892795
Linnaemya picta,29466,1,0.00339362676892795
Linnavuoriana sexmaculata,29466,1,0.00339362676892795
Liocarcinus holsatus,29466,1,0.00339362676892795
Liparis montagui,29466,1,0.00339362676892795
Liposthenes glechomae,29466,1,0.00339362676892795
Lispe tentaculata,29466,1,0.00339362676892795
Lispocephala falculata,29466,1,0.00339362676892795
Lissodema denticollis,29466,1,0.00339362676892795
Lithophane semibrunnea,29466,1,0.00339362676892795
Lomentaria orcadensis,29466,1,0.00339362676892795
